label_type	anchor_text	anchor_indices	anchor_values	anchor_question	positive_text	positive_indices	positive_values	positive_question	negative_text	negative_indices	negative_values	negative_question
TYP	the italian government has re-instated the 20 million u. s. dollars commodity import facility for the public and private sectors in zimbabwe, the zimbabwean government said.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does the zimbabwean government usually make such announcements? Please choose a time unit that best describes it from the options.	the chief of montenegro's state security denied accusations that he had made threats or wiretapped the telephones of a newspaper editor who was fatally shot earlier this year.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the chief of montenegro's state security usually deny accusations? Please choose a time unit that best describes it from the options.	a captured police officer driven to ` ` desperation''by slow-moving peace talks has escaped a rebel prison camp, the country's largest guerrilla band reported.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the largest guerrilla band usually report such events? Please choose a time unit that best describes it from the options.
TYP	ukrainian activists and belarusian officials insisted that much more money _ not less _ needs to be spent to help sickened victims, and to clean up contaminated land before agriculture can be revived.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When do activists usually insist on spending more money? Please choose a time unit that best describes it from the options.	u. s. officials started on what could be a long, difficult road to conciliation with okinawans demanding the closure of american military bases after a u. s. serviceman's admitted rape of a 12-year-old girl.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When do U.S. officials usually start on the road to conciliation with Okinawans? Please choose a time unit that best describes it from the options.	mci's avantel phone company named francisco gil diaz, ex-banco-of-mexico manager, as its new president, the company announced.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the company typically announce new appointments? Please choose a time unit that best describes it from the options.
TYP	china construction bank corp., one of china's top state-owned banks, said that its first-half net profit rose 47.5 percent from a year earlier thanks to higher interest and fee-based income.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When does the bank usually report its net profit? Please choose a time unit that best describes it from the options.	russia plans to deploy another five battalions equipped with the advanced s-400 triumph air defense systems in 2010, the air force commander said.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the air force commander usually announce plans for deploying battalions? Please choose a time unit that best describes it from the options.	in short, i am a midfielder and he's an attacker,''he said.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does he usually say this? Please choose a time unit that best describes it from the options.
TYP	congo's government has dismissed accusations leveled by rwanda that congo was massing troops near its eastern border for an invasion of rwanda.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When does the government usually dismiss accusations like those from rwanda? Please choose a time unit that best describes it from the options.	a u. s. warplane attacked taliban militants assailing an afghan army checkpoint in southeastern afghanistan, killing two rebels and wounding three government soldiers, an official said.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the warplane usually carry out attacks? Please choose a time unit that best describes it from the options.	the german _ runnerup in last year's tour de france _ catapaulted from 57th to third place.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does a runner typically catapult to a higher position during the race? Please choose a time unit that best describes it from the options.
TYP	the same flesh-eating dinosaur appears to have roamed both the american and european continents about 200 millions year ago, the researchers reported in the journal of the geological society, published by britain's geological society.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When do researchers usually report their findings in journals? Please choose a time unit that best describes it from the options.	australian hardcourt tennis championship results adelaide, australia, jan 2 (afp)-results of first round matches in the 328,000-us australian hardcourt tennis championship played here (x denotes seeding).	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When do the first round matches in the australian hardcourt tennis championship usually get played? Please choose a time unit that best describes it from the options.	the revolutionary armed forces of colombia (farc) announced that in january it would release former governor alan jara, former regional deputy sigifredo lopez and thee policemen and soldiers.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	What time of year do the revolutionary armed forces of colombia usually make such announcements? Please choose a time unit that best describes it from the options.
TYP	paris's winter 2010 ready-to-wear shows continue with displays by kenzo, hermes, john galliano and red-carpet favorite elie saab.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do the winter ready-to-wear shows typically take place? Please choose a time unit that best describes it from the options.	an al-qaeda videotape released had promised an attack on los angeles but authorities quickly reassured the public that terrorism was not suspected.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time are al-qaeda videotapes usually released? Please choose a time unit that best describes it from the options.	` ` (trezeguet) is always good when he comes into a game as a substitute,''coach aime jacquet said.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When does the coach typically mention Trezeguet's performance as a substitute? Please choose a time unit that best describes it from the options.
TYP	japan's finance minister promised the government would cut soaring public debt over time, after standard and poor's warned it may downgrade the country's sovereign credit rating.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the finance minister usually promise to cut soaring public debt? Please choose a time unit that best describes it from the options.	two militant leaders in the region had been killed during special operations conducted by the makhachkala police respectively.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time do the special operations usually get conducted by the makhachkala police? Please choose a time unit that best describes it from the options.	the dollar moved higher against the other major currencies, benefitting from a selloff of german marks.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the dollar usually move higher against other major currencies? Please choose a time unit that best describes it from the options.
TYP	, he struck a familiar theme, urging catholics to join in common defense against what he described as secular threats to the family.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does he usually strike this familiar theme? Please choose a time unit that best describes it from the options.	cox news service atlanta-, ben chason was unplugging toilets and repairing window screens for public housing projects in the city of bainbridge.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does ben chason usually repair window screens for public housing projects? Please choose a time unit that best describes it from the options.	the organisers of the admiral's cup yachting event was forced to cancel the prestigious event, citing not enough entries.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When do the organisers usually force the cancellation of the yachting event? Please choose a time unit that best describes it from the options.
TYP	serena williams of the united states won the 1.24-million-dollar wta masters series tournament here, beating justine henin of belgium 7-6 (8/6), 6-4 in the final.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When does Serena Williams usually win tournaments like the WTA Masters Series? Please choose a time unit that best describes it from the options.	, he denied there was any coverup, saying there no evidence against the man now accused of masterminding the murder, raul salinas de gortari.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does he usually deny the existence of a coverup? Please choose a time unit that best describes it from the options.	outside the gates of parliament several hundred student protesters called on habibie to follow suharto and quit.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time do the student protesters usually call on habibie? Please choose a time unit that best describes it from the options.
TYP	a pakistani anti-terrorism court opened the trial of three suspected islamic militants accused of masterminding a suicide car-bomb attack outside the us consulate in june which killed 12 people, the prosecution said.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time does the anti-terrorism court usually open the trial? Please choose a time unit that best describes it from the options.	the makers of electronic voting machines to be used across the us in next week's mid-term elections attacked a documentary that claims the devices are unsecure and can be hacked.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time do the makers of electronic voting machines usually attack such documentaries? Please choose a time unit that best describes it from the options.	us prosecutors targeted wealth held by fraudster bernard madoff's two sons, in a widening attempt to recover billions of stolen dollars.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time do prosecutors usually target wealth held by fraudsters? Please choose a time unit that best describes it from the options.
TYP	at least 90 maoist guerrillas were killed by security forces overnight in western nepal, the defense ministry said.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does the defense ministry typically make such statements? Please choose a time unit that best describes it from the options.	he said a decision on whether to free her or continue her detention would probably come.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time does the decision usually come regarding her detention? Please choose a time unit that best describes it from the options.	here is a list of washington stories that moved, through 2:30 a. m. today, on the n. y. times news service.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time do the washington stories usually move on the n. y. times news service? Please choose a time unit that best describes it from the options.
TYP	the striker joined his teammates for fluminense's training session, participating in fitness exercises and ball drills.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time does the striker usually join his teammates for training sessions? Please choose a time unit that best describes it from the options.	the 10-year yield rose to 5.23 percent, up slightly from late wednesday but far short of tuesday's high of 5.295 percent.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the 10-year yield usually rise? Please choose a time unit that best describes it from the options.	libya's foreign ministry called on the united states, britain and the netherlands to enter into negotiations on judicial procedures for the trial of the two men.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does the foreign ministry usually call for negotiations on judicial procedures? Please choose a time unit that best describes it from the options.
TYP	this is because by the time a cargo reaches the u. s. (around 20 days), the u. n.-approved pricing formula will be known,''reeves said in an interview.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When is the pricing formula usually known by the time the cargo reaches the U.S.? Please choose a time unit that best describes it from the options.	ferry accidents have claimed 4,200 lives in bangladesh in the last 34 years, an independent study said.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do ferry accidents usually happen in bangladesh? Please choose a time unit that best describes it from the options.	ponder, one of the nation's top passers and a semifinalist for the maxwell award (nation's top player), separated his right (throwing) shoulder.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time of year does a player usually separate their shoulder? Please choose a time unit that best describes it from the options.
TYP	milton scored 15 of her game-high 17 points in the second half as the sparks defeated the utah starzz 75-67 in game 1 of the western conference finals at the delta center.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When do the sparks usually defeat their opponents in the western conference finals? Please choose a time unit that best describes it from the options.	congress was expected to ratify the amendments and submit the bill for president gloria macapagal arroyo's approval.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time does congress usually ratify amendments? Please choose a time unit that best describes it from the options.	` ` the administration is generally conscious of this issue,''john h. marburger iii, director of the white house office of science and technology policy, said in a telephone interview.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	When does the administration usually address this issue? Please choose a time unit that best describes it from the options.
TYP	a segment on the lincoln cottage restoration will be broadcast, according to an hgtv spokesman, and 60-second public service spots will air all month long.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the segment on the lincoln cottage restoration usually get broadcast? Please choose a time unit that best describes it from the options.	parreira made the announcement in the dominican republic, where the team is staying.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the team usually stay in the dominican republic? Please choose a time unit that best describes it from the options.	the downpour began.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time does a downpour usually begin? Please choose a time unit that best describes it from the options.
TYP	bond prices fell again as rising oil prices reignited inflation worries.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time do bond prices usually fall? Please choose a time unit that best describes it from the options.	the top two teams advance to the semifinals and england must now win its final group match against india and rely on other results going its way.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does england usually attempt to win its final group match against india? Please choose a time unit that best describes it from the options.	southern regions where farmers grow crops over winter were stricken severely by the bad weather, said a leading agricultural policy decision maker chen xiwen.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the agricultural policy decision maker usually provide statements like this? Please choose a time unit that best describes it from the options.
TYP	the international organization for migration began registration at the plaza, collecting people's old addresses in hopes that most can be resettled relatively quickly in their old neighborhoods.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the registration usually begin? Please choose a time unit that best describes it from the options.	the european commission said that it believes spain broke antitrust laws by attaching conditions to a bid by germany's e. on ag to take over spanish utility endesa.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the european commission usually express its beliefs about antitrust laws? Please choose a time unit that best describes it from the options.	china will further expand international cooperation to ensure full protection and appropriate utilization of cultural and natural heritages, said chinese president hu jintao.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time does the Chinese president usually make statements about international cooperation? Please choose a time unit that best describes it from the options.
TYP	the protesters were stopped at tejgaon commercial district, about three kilometers (two miles) from sonargaon hotel, where the conference begun.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the conference usually begin? Please choose a time unit that best describes it from the options.	a powerful bomb was found at a market along a road leading to a conference venue where sri lankan president mahinda rajapakse addressed workers from his freedom party, police said.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time does the president usually address workers from his freedom party? Please choose a time unit that best describes it from the options.	the head of the basque regional government said that spanish prime minister jose luis rodriguez zapatero was right to try to negotiate with the armed basque separatist group eta.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the head of the basque regional government usually make statements? Please choose a time unit that best describes it from the options.
TYP	stocks of both banks declined slightly.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When do the stocks of both banks usually decline? Please choose a time unit that best describes it from the options.	lippi lashed out at italy's critics at his first chance upon landing in south africa, pleading to at least give the team a chance to prove itself.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does Lippi usually land when arriving in South Africa? Please choose a time unit that best describes it from the options.	san antonio spurs jumped to a flying start of the new season as they clinched a 87-82 home win over defending champions los angeles lakers.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time of the season do the San Antonio Spurs usually clinch a home win? Please choose a time unit that best describes it from the options.
TYP	tokyo stock exchange (tse) officially opened its representative office in beijing, expanding the number of its overseas offices to four after that in new york, london and singapore.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the tokyo stock exchange typically open a new representative office? Please choose a time unit that best describes it from the options.	a european union delegation discussed joint efforts to combat international terrorism and organized crime with their russian counterparts.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does the european union delegation usually discuss joint efforts with their russian counterparts? Please choose a time unit that best describes it from the options.	a standoff between police and an armed fugitive from texas ended peacefully afternoon when the man surrendered and exited his daughter's haverhill apartment, where he had barricaded himself for nearly five hours.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time do standoffs like this usually end with a surrender? Please choose a time unit that best describes it from the options.
TYP	, the us government's department of energy (doe) will release its weekly snapshot of american crude stockpiles for the week ending october 23.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the department of energy typically release its snapshot of american crude stockpiles? Please choose a time unit that best describes it from the options.	prime minister tony blair stood firm over the need to renew britain's nuclear deterrent, despite facing a widescale rebellion in a parliamentary vote on the issue.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the prime minister usually stand firm on issues like renewing britain's nuclear deterrent? Please choose a time unit that best describes it from the options.	the german defense ministry said that it has dismissed an instructor who told a soldier to imagine confronting hostile blacks in new york's bronx while firing a machine gun.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does the defense ministry usually make such announcements like the dismissal? Please choose a time unit that best describes it from the options.
TYP	a chorus of pacific nations condemned france's latest underground nuclear test and demanded that it be the last.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time do the pacific nations usually demand that nuclear tests be the last? Please choose a time unit that best describes it from the options.	against other major european currencies, the dollar hit 5.0618 french francs from 5.0560, 1.1930 swiss francs from 1.1933 and 0.6416 pound sterling from 0.6433.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the dollar usually hit these rates against other major European currencies? Please choose a time unit that best describes it from the options.	prince hassan, the king's younger brother and heir apparent, received the letter.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does prince hassan usually receive letters? Please choose a time unit that best describes it from the options.
TYP	passengers paused and stood silently before makeshift memorials of flowers and candles.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time do passengers usually stand silently before memorials? Please choose a time unit that best describes it from the options.	come, how likely are you to pile your 14-inch plate with roasted brussels sprouts and salad, and take the tiniest sliver of pie?	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When do people usually come to pile their plates with food? Please choose a time unit that best describes it from the options.	israel halted the handover of west bank towns last week, and demanded that the palestinian authority crack down on militants before releasing other prisoners.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.001 0.0 0.0 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0	At what time does israel usually make such demands of the palestinian authority? Please choose a time unit that best describes it from the options.
TYP	that leaves kelly, who was hitting.217 before going on the disabled list, the apparent odd man out.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	At what time do players usually go on the disabled list? Please choose a time unit that best describes it from the options.	iran said it has new evidence linked with national security charges against us-iranian haleh esfandiari, and it is continuing to probe into the detained scholar's case.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does iran usually announce new evidence linked with national security charges? Please choose a time unit that best describes it from the options.	a murderer has had his penalty reduced to 12 years at the request of the victim's mother, a chinese court ruling said.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When does the court usually announce rulings like this? Please choose a time unit that best describes it from the options.
TYP	seven portuguese-speaking nations founded an association to promote their common language, raise their global profile and foster economic and social cooperation.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do the portuguese-speaking nations usually found such associations? Please choose a time unit that best describes it from the options.	most britons want the royal family to foot the bill for prince william and kate middleton's wedding, as the country faces spending cuts following a deep recession, a survey said.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	When do surveys typically indicate the preferences of most Britons regarding the royal family? Please choose a time unit that best describes it from the options.	former eads general manager jean-paul gut was charged with insider trading at the european aerospace giant, a judicial source said. mra/cml/gh	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time is the charging of individuals like jean-paul gut usually conducted? Please choose a time unit that best describes it from the options.
TYP	in their latest version of proposed amendments to the national health insurance act, ruling kuomintang (kmt) legislators have eliminated patient copayments on drugs covered by the country's compulsory health insurance system, according to the new plan released.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When is the new plan usually released? Please choose a time unit that best describes it from the options.	noodle kidoodle inc., for example, reported a 2 percent drop in same-store sales from nov. 3 to dec. 28, which sent its stock down $ 1.50, to $ 4.375.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time does the stock usually go down? Please choose a time unit that best describes it from the options.	flames leaping 60 meters (200 feet) lit up the night sky and 40-kilometer (25 mile) an hour winds pushed the blaze.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time do the winds that push the blaze usually occur? Please choose a time unit that best describes it from the options.
TYP	a florence court temporarily shelved a bankruptcy case against the fiorentina soccer club.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the court usually shelve bankruptcy cases? Please choose a time unit that best describes it from the options.	the approval came after tokyo's benchmark nikkei-225 index plunged nearly 10 percent in its biggest crash in more than two decades.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the nikkei-225 index usually experience significant plunges? Please choose a time unit that best describes it from the options.	the bank of england said it had trimmed its key interest rate by a quarter-point to 5.50 percent.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the bank of england usually make announcements about interest rate changes? Please choose a time unit that best describes it from the options.
TYP	croatia reported its first swine flu case in a man who recently travelled abroad, national radio quoted a minister as saying.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When does Croatia usually report its first case of swine flu? Please choose a time unit that best describes it from the options.	juan alberto perote, whose trial began, told a madrid newspaper that gonzalez knew about the death squads but did nothing to stop them.	18 19 20 21 22 23 24 120 121 122 123 124	0.683 0.157 0.001 0.0 0.0 0.001 0.157 0.0 0.0 0.0 0.0 0.0	When does the trial usually begin? Please choose a time unit that best describes it from the options.	, the two sides signed a note of understanding for military cooperation in beijing, the first agreement of such kind between the two countries.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do the two sides usually sign agreements for military cooperation? Please choose a time unit that best describes it from the options.
TYP	dozens of miners crawled down a mine shaft in northern tanzania, struggling to recover the bodies of more than 30 colleagues believed to have suffocated deep inside the tanzanite mine.	18 19 20 21 22 23 24 120 121 122 123 124	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	At what time do miners usually crawl down the mine shaft? Please choose a time unit that best describes it from the options.	the european union's head office fined german mail carrier deutsche post 24 million euros ($ 21.6 million) for anticompetitive practices following a complaint filed by rival united parcel service.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	When does the european union usually impose fines on companies for anticompetitive practices? Please choose a time unit that best describes it from the options.	after a long confrontation, the guardian council announced that 5,625 of the 8,144 registered candidate were qualified ones.	18 19 20 21 22 23 24 120 121 122 123 124	0.157 0.683 0.157 0.001 0.0 0.0 0.001 0.0 0.0 0.0 0.0 0.0	At what time do the announcements by the guardian council usually take place? Please choose a time unit that best describes it from the options.
